"category","clip_id","method","method_status","processed_frames","elapsed_seconds","geometry_status","geometry_reason","corner_rmse_px","quad_iou","aspect_relative_error","temporal_status","temporal_reason","translation_px","rotation_abs_deg","scale_abs_delta","detail_status","detail_reason","edge_preservation_index","gradient_magnitude_ratio","frequency_status","frequency_reason","fft_orthogonality_error_deg"
"hard","hard_01","proposed","ok","300","36.10284979999415","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_01","no_reliability_gates","ok","300","36.62469319999218","ok",,"35.62507629394531","0.9683316124772136","0.001889309896139287","ok",,"6.16479662034398","0.06254447008367439","0.003551450651550578","ok",,"0.3262942906434537","0.9082302863803484","ok",,"0.1111111111111111"
"hard","hard_01","no_trajectory_smoothing","ok","300","34.979869500006316","ok",,"191.82782173156738","0.8486554019093623","0.032108338502069365","ok",,"0.040022547759924317","0.0001770470013818471","1.4362033369130778E-05","ok",,"0.24674931454725377","1.1442382030270022","ok",,"1.3333333333333333"
"hard","hard_01","no_offline_repair","ok","300","35.7985042000073","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_02","proposed","ok","300","35.807807799981674","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_02","no_reliability_gates","ok","300","36.3075797999918","ok",,"35.62507629394531","0.9683316124772136","0.001889309896139287","ok",,"6.16479662034398","0.06254447008367439","0.003551450651550578","ok",,"0.3262942906434537","0.9082302863803484","ok",,"0.1111111111111111"
"hard","hard_02","no_trajectory_smoothing","ok","300","35.73340569998254","ok",,"191.82782173156738","0.8486554019093623","0.032108338502069365","ok",,"0.040022547759924317","0.0001770470013818471","1.4362033369130778E-05","ok",,"0.24674931454725377","1.1442382030270022","ok",,"1.3333333333333333"
"hard","hard_02","no_offline_repair","ok","300","35.5229498000117","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_03","proposed","ok","300","36.0847162999853","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_03","no_reliability_gates","ok","300","35.37170920000062","ok",,"35.62507629394531","0.9683316124772136","0.001889309896139287","ok",,"6.16479662034398","0.06254447008367439","0.003551450651550578","ok",,"0.3262942906434537","0.9082302863803484","ok",,"0.1111111111111111"
"hard","hard_03","no_trajectory_smoothing","ok","300","35.640375300019514","ok",,"191.82782173156738","0.8486554019093623","0.032108338502069365","ok",,"0.040022547759924317","0.0001770470013818471","1.4362033369130778E-05","ok",,"0.24674931454725377","1.1442382030270022","ok",,"1.3333333333333333"
"hard","hard_03","no_offline_repair","ok","300","34.43838269999833","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_04","proposed","ok","300","34.30895839998266","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_04","no_reliability_gates","ok","300","35.62575409997953","ok",,"35.62507629394531","0.9683316124772136","0.001889309896139287","ok",,"6.16479662034398","0.06254447008367439","0.003551450651550578","ok",,"0.3262942906434537","0.9082302863803484","ok",,"0.1111111111111111"
"hard","hard_04","no_trajectory_smoothing","ok","300","35.93956780000008","ok",,"191.82782173156738","0.8486554019093623","0.032108338502069365","ok",,"0.040022547759924317","0.0001770470013818471","1.4362033369130778E-05","ok",,"0.24674931454725377","1.1442382030270022","ok",,"1.3333333333333333"
"hard","hard_04","no_offline_repair","ok","300","34.57007709998288","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_05","proposed","ok","300","35.06710060001933","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_05","no_reliability_gates","ok","300","34.252614600001834","ok",,"35.62507629394531","0.9683316124772136","0.001889309896139287","ok",,"6.16479662034398","0.06254447008367439","0.003551450651550578","ok",,"0.3262942906434537","0.9082302863803484","ok",,"0.1111111111111111"
"hard","hard_05","no_trajectory_smoothing","ok","300","35.15846549998969","ok",,"191.82782173156738","0.8486554019093623","0.032108338502069365","ok",,"0.040022547759924317","0.0001770470013818471","1.4362033369130778E-05","ok",,"0.24674931454725377","1.1442382030270022","ok",,"1.3333333333333333"
"hard","hard_05","no_offline_repair","ok","300","34.73267299999134","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_06","proposed","ok","300","35.349686100002145","ok",,"191.82797813415527","0.8486554019093623","0.03210842198192434","ok",,"0.026402502109331445","8.753302258629587E-05","5.828522185010015E-06","ok",,"0.19107123074277965","1.1429289519436545","ok",,"1.3333333333333333"
"hard","hard_06","no_reliability_gates","ok","300","34.69171889999416","ok",,"35.62507629394531","0.9683316124772136","0.001889309896139287","ok",,"6.16479662034398","0.06254447008367439","0.003551450651550578","ok",,"0.3262942906434537","0.9082302863803484","ok",,"0.1111111111111111"
"hard","hard_06","no_trajectory_smoothing","ok","300","35.267278499988606","ok",,"191.82782173156738","0.8486554019093623","0.032108338502069365","ok",,"0.040022547759924317","0.0001770470013818471","1.4362033369130778E-05","ok",,"0.24674931454725377","1.1442382030270022","ok",,"1.3333333333333333"
